iter = 6,step = 190, loss = 1.500425, accuracy = 0.960938 
iter = 6,step = 200, loss = 1.500035, accuracy = 0.960938 
iter = 6,step = 210, loss = 1.476777, accuracy = 0.984375 
iter = 6,step = 220, loss = 1.481224, accuracy = 0.976562 
iter = 6,step = 230, loss = 1.499329, accuracy = 0.960938 
iter = 6,step = 240, loss = 1.484573, accuracy = 0.976562 
iter = 6,step = 250, loss = 1.492497, accuracy = 0.968750 
iter = 6,step = 260, loss = 1.491982, accuracy = 0.968750 
iter = 6,step = 270, loss = 1.494429, accuracy = 0.968750 
iter = 6,step = 280, loss = 1.469997, accuracy = 0.992188 
iter = 6,step = 290, loss = 1.471202, accuracy = 0.992188 
iter = 6,step = 300, loss = 1.484588, accuracy = 0.976562 
iter = 6,step = 310, loss = 1.484499, accuracy = 0.976562 
iter = 6,step = 320, loss = 1.492429, accuracy = 0.968750 
iter = 6,step = 330, loss = 1.524993, accuracy = 0.937500 
iter = 6,step = 340, loss = 1.469069, accuracy = 0.992188 
iter = 6,step = 350, loss = 1.508022, accuracy = 0.953125 
iter = 6,step = 360, loss = 1.476171, accuracy = 0.984375 
iter = 6,step = 370, loss = 1.464129, accuracy = 1.000000 
iter = 6,step = 380, loss = 1.508188, accuracy = 0.953125 
iter = 6,step = 390, loss = 1.493506, accuracy = 0.968750 
iter = 6,step = 400, loss = 1.498272, accuracy = 0.960938 
iter = 6,step = 410, loss = 1.469424, accuracy = 0.992188 
iter = 6,step = 420, loss = 1.461154, accuracy = 1.000000 
iter = 7,step = 0, loss = 1.492212, accuracy = 0.968750 
iter = 7,step = 10, loss = 1.476776, accuracy = 0.984375 
iter = 7,step = 20, loss = 1.477150, accuracy = 0.984375 
iter = 7,step = 30, loss = 1.500229, accuracy = 0.960938 
iter = 7,step = 40, loss = 1.486084, accuracy = 0.976562 
iter = 7,step = 50, loss = 1.469019, accuracy = 0.992188 
iter = 7,step = 60, loss = 1.492274, accuracy = 0.968750 
iter = 7,step = 70, loss = 1.500227, accuracy = 0.960938 
iter = 7,step = 80, loss = 1.492473, accuracy = 0.968750 
iter = 7,step = 90, loss = 1.492356, accuracy = 0.968750 
iter = 7,step = 100, loss = 1.500270, accuracy = 0.960938 
iter = 7,step = 110, loss = 1.506957, accuracy = 0.953125 
iter = 7,step = 120, loss = 1.461702, accuracy = 1.000000 
iter = 7,step = 130, loss = 1.476776, accuracy = 0.984375 
iter = 7,step = 140, loss = 1.476618, accuracy = 0.984375 
iter = 7,step = 150, loss = 1.490733, accuracy = 0.968750 
iter = 7,step = 160, loss = 1.500615, accuracy = 0.960938 
iter = 7,step = 170, loss = 1.500213, accuracy = 0.960938 
iter = 7,step = 180, loss = 1.516837, accuracy = 0.945312 
iter = 7,step = 190, loss = 1.515834, accuracy = 0.945312 
iter = 7,step = 200, loss = 1.499303, accuracy = 0.960938 
iter = 7,step = 210, loss = 1.474827, accuracy = 0.984375 
iter = 7,step = 220, loss = 1.476791, accuracy = 0.984375 
iter = 7,step = 230, loss = 1.492401, accuracy = 0.968750 
iter = 7,step = 240, loss = 1.476765, accuracy = 0.984375 
iter = 7,step = 250, loss = 1.507361, accuracy = 0.953125 
iter = 7,step = 260, loss = 1.478752, accuracy = 0.984375 
iter = 7,step = 270, loss = 1.500214, accuracy = 0.960938 
iter = 7,step = 280, loss = 1.468964, accuracy = 0.992188 
iter = 7,step = 290, loss = 1.484588, accuracy = 0.976562 
iter = 7,step = 300, loss = 1.492401, accuracy = 0.968750 
iter = 7,step = 310, loss = 1.471435, accuracy = 0.992188 
iter = 7,step = 320, loss = 1.484592, accuracy = 0.976562 
iter = 7,step = 330, loss = 1.494717, accuracy = 0.968750 
iter = 7,step = 340, loss = 1.468963, accuracy = 0.992188 
iter = 7,step = 350, loss = 1.492401, accuracy = 0.968750 
iter = 7,step = 360, loss = 1.484984, accuracy = 0.976562 
iter = 7,step = 370, loss = 1.484740, accuracy = 0.976562 
iter = 7,step = 380, loss = 1.509441, accuracy = 0.953125 
iter = 7,step = 390, loss = 1.530944, accuracy = 0.929688 
iter = 7,step = 400, loss = 1.500213, accuracy = 0.960938 
iter = 7,step = 410, loss = 1.461193, accuracy = 1.000000 
iter = 7,step = 420, loss = 1.468963, accuracy = 0.992188 
iter = 8,step = 0, loss = 1.493249, accuracy = 0.968750 
iter = 8,step = 10, loss = 1.476785, accuracy = 0.984375 
iter = 8,step = 20, loss = 1.499946, accuracy = 0.960938 
